0.023616	4.35426E+21
0.05692	3.7381E+21
0.112425	3.264E+21
0.145729	2.85003E+21
0.15683	2.4056E+21
0.179032	2.03048E+21
0.212335	1.71385E+21
0.234538	1.44659E+21
0.25674	1.22101E+21
0.278942	8.69898E+20
0.278942	1.03061E+21
0.301144	7.34248E+20
0.334448	6.1975E+20
0.35665	5.23107E+20
0.378852	4.41535E+20
0.401055	3.72682E+20
0.412156	3.14567E+20
0.445459	2.65514E+20
0.467661	2.2411E+20
0.500965	1.89163E+20
0.512066	1.59665E+20
0.545369	1.34767E+20
0.567571	1.13752E+20
0.600875	9.60134E+19
0.645279	8.10412E+19
0.689684	7.07628E+19
0.700785	5.97282E+19
0.745189	5.04142E+19
0.811796	4.55384E+19
0.822897	3.90944E+19
0.878403	3.59171E+19
0.933909	3.29981E+19
1.011616	2.93056E+19
1.067122	2.64713E+19
1.14483	2.60263E+19
1.24474	2.51586E+19
1.355751	2.47357E+19
1.466763	2.60263E+19
1.577774	2.64713E+19
1.688785	2.55888E+19
1.799796	2.60263E+19
1.910808	2.60263E+19
2.010718	2.69239E+19
2.121729	2.69239E+19
2.23274	2.73842E+19
2.343751	2.78524E+19
2.454763	2.83286E+19
2.565774	2.83286E+19
2.676785	2.78524E+19
2.787797	2.83286E+19
2.898808	2.73842E+19
3.009819	2.83286E+19
3.12083	2.8813E+19
3.231842	2.78524E+19
3.342853	2.83286E+19
3.453864	2.78524E+19
3.564875	2.83286E+19
3.675887	2.98066E+19
3.775797	2.8813E+19
3.886808	2.78524E+19
3.997819	2.8813E+19
4.10883	2.78524E+19
4.219842	2.78524E+19
4.330853	2.78524E+19
4.441864	2.78524E+19
4.552875	2.78524E+19
4.663887	2.83286E+19
4.774898	2.73842E+19
4.885909	2.83286E+19
4.99692	2.78524E+19
5.107932	2.69239E+19
5.218943	2.69239E+19
