0.000	118.367
0.000	118.367
0.000	118.367
0.000	118.371
0.000	118.371
1.000	118.371
1.000	118.371
1.000	118.371
2.000	118.371
2.000	118.371
2.000	118.371
3.000	118.371
3.000	118.371
4.000	118.371
5.000	118.371
5.000	118.371
5.000	118.371
6.000	118.371
6.000	118.371
6.000	118.371
6.000	118.371
7.000	118.371
7.000	118.371
7.000	118.371
8.000	118.371
8.000	118.371
8.000	118.371
9.000	118.371
9.000	118.371
9.000	118.371
9.000	118.371
10.000	118.371
10.000	118.371
10.000	118.371
11.000	118.371
11.000	118.371
11.000	118.371
12.000	118.371
13.000	118.371
13.000	118.371
13.000	118.371
14.000	118.371
14.000	118.371
14.000	118.377
15.000	118.377
15.000	118.377
15.000	118.377
16.000	118.377
16.000	118.377
16.000	118.377
17.000	118.377
17.000	118.377
17.000	118.377
18.000	118.377
19.000	118.377
19.000	118.377
20.000	118.377
20.000	118.377
20.000	118.377
21.000	118.377
21.000	118.377
21.000	118.377
22.000	118.377
22.000	118.377
22.000	118.377
22.000	118.377
23.000	118.377
23.000	118.377
23.000	118.377
24.000	118.377
24.000	118.377
24.000	118.377
25.000	118.377
25.000	118.377
25.000	118.377
25.000	118.377
26.000	118.377
26.000	118.377
27.000	118.377
27.000	118.377
27.000	118.377
28.000	118.377
28.000	118.377
28.000	118.377
29.000	118.379
29.000	118.379
29.000	118.379
30.000	118.379
30.000	118.379
30.000	118.379
31.000	118.379
31.000	118.379
32.000	118.379
33.000	118.379
34.000	118.379
34.000	118.379
34.000	118.379
35.000	118.379
35.000	118.379
35.000	118.379
35.000	118.379
36.000	118.379
36.000	118.379
36.000	118.379
37.000	118.379
37.000	118.379
37.000	118.379
38.000	118.379
38.000	118.379
38.000	118.379
39.000	118.379
39.000	118.379
39.000	118.379
39.000	118.379
40.000	118.379
40.000	118.379
40.000	118.379
41.000	118.379
42.000	118.379
42.000	118.379
42.000	118.379
43.000	118.379
43.000	118.379
43.000	118.382
44.000	118.382
44.000	118.382
44.000	118.382
45.000	118.382
45.000	118.382
45.000	118.382
46.000	118.382
46.000	118.382
46.000	118.382
47.000	118.382
48.000	118.382
48.000	118.382
49.000	118.382
49.000	118.382
49.000	118.382
50.000	118.382
50.000	118.382
50.000	118.382
51.000	118.382
51.000	118.382
51.000	118.382
52.000	118.382
52.000	118.382
52.000	118.382
52.000	118.382
53.000	118.382
53.000	118.382
53.000	118.382
54.000	118.382
54.000	118.382
54.000	118.382
55.000	118.382
56.000	118.382
56.000	118.382
56.000	118.382
57.000	118.382
57.000	118.382
57.000	118.382
58.000	118.386
58.000	118.386
58.000	118.386
59.000	118.386
59.000	118.386
59.000	118.386
60.000	118.386
60.000	118.386
60.000	118.386
60.000	118.386
62.000	118.386
63.000	118.386
63.000	118.386
63.000	118.386
64.000	118.386
64.000	118.386
64.000	118.386
64.000	118.386
65.000	118.386
65.000	118.386
65.000	118.386
66.000	118.386
66.000	118.386
66.000	118.386
67.000	118.386
67.000	118.386
67.000	118.386
68.000	118.386
68.000	118.386
68.000	118.386
69.000	118.386
